Label,Area,forme,taille,texture,qualite
2022042505+AF8-down.tif,1486116.085,michelin,long,humide,ok
2022042506+AF8-down.tif,1871617.494,michelin,long,humide,ok
2022042507+AF8-down.tif,1381541.197,michelin,long,humide,ok
2022042508+AF8-down.tif,1798551.573,michelin,long,humide,ok
2022042509+AF8-down.tif,1449677.917,michelin,long,humide,ok
2022042510+AF8-down.tif,1123213.165,michelin,long,humide,ok
2022042511+AF8-down.tif,873549.151,michelin,restreint,sec,ok
2022042513+AF8-down.tif,1512335.641,michelin,long,humide,ok
2022042514+AF8-down.tif,1261515.16,michelin,restreint,humide,ok
2022042516+AF8-down.tif,175081.416,michelin,restreint,humide,ok
2022042517+AF8-down.tif,1605307.949,intermediaire,long,humide,ok
2022042518+AF8-down.tif,1793034.66,intermediaire,long,humide,ok
2022042519+AF8-down.tif,1583619.466,intermediaire,long,humide,ok
2022042520+AF8-down.tif,1000798.362,intermediaire,frangmente,humide,imprecis
2022042521+AF8-down.tif,1893343.894,intermediaire,long,humide,ok
2022042522+AF8-down.tif,1868830.6,intermediaire,long,humide,ok
2022042523+AF8-down.tif,1788882.757,intermediaire,long,humide,ok
2022042524+AF8-down.tif,2215524.033,intermediaire,long,humide,ok
2022042525+AF8-down.tif,1877361.909,intermediaire,long,humide,ok
2022042701+AF8-down.tif,1502192.862,intermediaire,long,humide,ok
2022042702+AF8-down.tif,2151539.217,intermediaire,long,humide,ok
2022042703+AF8-down.tif,1578709.224,intermediaire,long,humide,ok
2022042704+AF8-down.tif,1718944.983,intermediaire,long,humide,ok
2022042705+AF8-down.tif,1956797.873,intermediaire,long,humide,ok
2022042706+AF8-down.tif,1722945.218,intermediaire,long,humide,ok
2022042707+AF8-down.tif,1756582.595,intermediaire,long,humide,ok
2022042708+AF8-down.tif,0,NA,NA,NA,NA
2022042709+AF8-down.tif,1714635.878,intermediaire,long,humide,ok
2022042710+AF8-down.tif,2185161.225,intermediaire,long,humide,ok
2022042711+AF8-down.tif,1945560.214,intermediaire,long,humide,ok
2022042712+AF8-down.tif,1889473.728,intermediaire,long,humide,ok
2022042713+AF8-down.tif,2117543.646,intermediaire,long,humide,ok
2022042715+AF8-down.tif,1204167.577,michelin,long,humide,ok
2022042716+AF8-down.tif,934888.176,intermediaire,long,sec,ok
2022042717+AF8-down.tif,1137041.487,intermediaire,long,sec,ok
2022042719+AF8-down.tif,1306605.28,intermediaire,long,sec,ok
2022042721+AF8-down.tif,760466.201,intermediaire,long,sec,ok
2022042722+AF8-down.tif,1182523.146,rectangulaire,long,sec,ok
2022042723+AF8-down.tif,1194451.212,rectangulaire,long,sec,doute
2022042724+AF8-down.tif,1421084.469,rectangulaire,long,sec,ok
2022042725+AF8-down.tif,907610.522,rectangulaire,long,sec,ok
2022042726+AF8-down.tif,955870.986,rectangulaire,long,sec,ok
2022042727+AF8-down.tif,793925.277,rectangulaire,long,sec,ok
2022042728+AF8-down.tif,463001.781,rectangulaire,long,sec,imprecis
2022042729+AF8-down.tif,971428.511,rectangulaire,long,sec,ok
2022042731+AF8-down.tif,852847.277,intermediaire,long,sec,ok
2022042732+AF8-down.tif,1054206.644,rectangulaire,long,sec,ok
2022042733+AF8-down.tif,817100.886,rectangulaire,long,sec,ok
2022042734+AF8-down.tif,986891.519,rectangulaire,long,sec,ok
2022042735+AF8-down.tif,1037231.361,intermediaire,long,sec,ok
2022042736+AF8-down.tif,1179007.108,intermediaire,long,sec,ok
2022042737+AF8-down.tif,1149858.014,rectangulaire,long,humide,ok
2022042738+AF8-down.tif,1054660.326,rectangulaire,long,sec,ok
2022042739+AF8-down.tif,1268855.124,rectangulaire,long,sec,ok
2022042740+AF8-down.tif,1268684.993,rectangulaire,long,sec,ok
2022042741+AF8-down.tif,1216133.45,rectangulaire,long,sec,ok
2022042742+AF8-down.tif,1470913.918,rectangulaire,long,sec,ok
2022042743+AF8-down.tif,1070766.051,rectangulaire,long,sec,ok
2022042744+AF8-down.tif,1431651.488,rectangulaire,long,humide,ok
2022042745+AF8-down.tif,955133.752,rectangulaire,long,sec,ok
2022042746+AF8-down.tif,994358.375,rectangulaire,long,sec,ok
2022042747+AF8-down.tif,1564088.939,rectangulaire,long,humide,ok
2022042748+AF8-down.tif,798235.26,intermediaire,long,sec,ok
2022042749+AF8-down.tif,1195604.322,intermediaire,long,sec,ok
2022042750+AF8-down.tif,1270102.751,intermediaire,long,sec,ok
2022042751+AF8-down.tif,1377606.573,intermediaire,long,sec,ok
2022042752+AF8-down.tif,0,NA,NA,NA,NA
2022042754+AF8-down.tif,1003734.478,intermediaire,long,sec,ok
2022042755+AF8-down.tif,961863.374,intermediaire,long,sec,ok
2022042756+AF8-down.tif,941012.888,intermediaire,long,sec,ok
2022042760+AF8-down.tif,1297682.859,rectangulaire,long,sec,ok
2022042762+AF8-down.tif,1163147.128,rectangulaire,long,sec,ok
2022042801+AF8-down.tif,1047514.829,rectangulaire,long,sec,ok
2022042802+AF8-down.tif,1202447.364,rectangulaire,long,sec,ok
2022042803+AF8-down.tif,967610.018,rectangulaire,long,sec,ok
2022042804+AF8-down.tif,733755.65,rectangulaire,long,sec,ok
2022042805+AF8-down.tif,1519798.195,rectangulaire,long,humide,ok
2022042806+AF8-down.tif,1519042.058,rectangulaire,long,humide,ok
2022042807+AF8-down.tif,1304960.681,intermediaire,long,humide,ok
2022042808+AF8-down.tif,682281.602,intermediaire,long,humide,ok
2022042809+AF8-down.tif,665192.899,intermediaire,long,humide,ok
2022042811+AF8-down.tif,499390.889,michelin,long,sec,ok
2022042812+AF8-down.tif,1177646.061,intermediaire,long,humide,ok
2022042813+AF8-down.tif,582376.96,intermediaire,long,humide,ok
2022042814+AF8-down.tif,757706.299,intermediaire,long,humide,ok
2022042815+AF8-down.tif,546082.369,intermediaire,long,humide,ok
2022042816+AF8-down.tif,735740.51,intermediaire,long,humide,ok
2022042817+AF8-down.tif,917062.239,intermediaire,long,humide,ok
2022042818+AF8-down.tif,685646.413,intermediaire,long,humide,ok
2022042820+AF8-down.tif,921807,intermediaire,long,humide,ok
2022042821+AF8-down.tif,781430.108,intermediaire,long,humide,ok
2022042823+AF8-down.tif,1205793.272,intermediaire,long,humide,ok
2022042824+AF8-down.tif,799123.721,intermediaire,long,humide,ok
2022042825+AF8-down.tif,837875.758,intermediaire,long,humide,ok
2022042826+AF8-down.tif,902733.436,intermediaire,long,humide,ok
2022042827+AF8-down.tif,491016.669,intermediaire,restreint,humide,ok
2022042828+AF8-down.tif,908291.046,intermediaire,long,humide,ok
2022042829+AF8-down.tif,712356.964,intermediaire,long,humide,ok
2022042830+AF8-down.tif,1156530.926,intermediaire,long,humide,ok
2022042901+AF8-down.tif,382756.709,rectangulaire,restreint,humide,ok
2022042903+AF8-down.tif,422775.276,rectangulaire,restreint,sec,ok
2022042904+AF8-down.tif,476990.321,michelin,restreint,humide,ok
2022042905+AF8-down.tif,416631.66,michelin,restreint,humide,ok
2022042906+AF8-down.tif,1086966.293,intermediaire,long,humide,ok
2022042907+AF8-down.tif,1104262.934,intermediaire,long,humide,ok
2022042908+AF8-down.tif,792431.906,intermediaire,long,humide,ok
2022042909+AF8-down.tif,1108932.082,intermediaire,long,humide,ok
2022042910+AF8-down.tif,1146134.038,intermediaire,long,humide,ok
2022042911+AF8-down.tif,874529.515,intermediaire,long,humide,ok
2022042912+AF8-down.tif,978063.616,intermediaire,long,humide,ok
2022042913+AF8-down.tif,1210556.937,intermediaire,long,humide,ok
2022042914+AF8-down.tif,1202466.268,intermediaire,long,humide,ok
2022042915+AF8-down.tif,531810.277,intermediaire,long,sec,ok
2022042916+AF8-down.tif,662017.122,intermediaire,long,sec,ok
2022042917+AF8-down.tif,1069461.714,intermediaire,long,humide,ok
2022042918+AF8-down.tif,752753.6,intermediaire,long,sec,ok
2022042920+AF8-down.tif,0,NA,NA,NA,NA
2022042921+AF8-down.tif,0,NA,NA,NA,NA
2022042922+AF8-down.tif,0,NA,NA,NA,NA
2022050201+AF8-down.tif,327388.554,intermediaire,frangmente,sec,ok
2022050202+AF8-down.tif,730806.714,intermediaire,long,sec,ok
2022050203+AF8-down.tif,872128.779,intermediaire,long,sec,ok
2022050204+AF8-down.tif,796741.888,intermediaire,long,sec,ok
2022050205+AF8-down.tif,571148.321,intermediaire,long,sec,ok
2022050206+AF8-down.tif,812280.51,intermediaire,long,sec,ok
2022050207+AF8-down.tif,654606.977,intermediaire,long,sec,ok
2022050208+AF8-down.tif,901095.799,intermediaire,long,sec,ok
2022050209+AF8-down.tif,580504.706,intermediaire,long,sec,ok
2022050210+AF8-down.tif,591242.670,intermediaire,long,sec,ok
2022050211+AF8-down.tif,913775.263,intermediaire,long,sec,ok
2022050212+AF8-down.tif,750382.092,intermediaire,long,sec,ok
2022050213+AF8-down.tif,859323.530,intermediaire,long,sec,ok
2022050214+AF8-down.tif,693671.030,intermediaire,long,sec,ok
2022050215+AF8-down.tif,757390.641,intermediaire,long,sec,ok
2022050216+AF8-down.tif,898536.407,intermediaire,long,sec,ok
2022050217+AF8-down.tif,708174.468,intermediaire,long,sec,ok
2022050218+AF8-down.tif,1055398.739,intermediaire,long,sec,ok
2022050219+AF8-down.tif,837831.404,intermediaire,long,sec,ok
2022050220+AF8-down.tif,1080594.537,intermediaire,long,sec,ok
2022050221+AF8-down.tif,800331.562,intermediaire,long,sec,ok
2022050222+AF8-down.tif,785581.877,intermediaire,long,sec,ok
2022050223+AF8-down.tif,1921307.628,rectangulaire,long,humide,ok
2022050224+AF8-down.tif,2063401.317,rectangulaire,long,humide,ok
2022050225+AF8-down.tif,1827311.563,rectangulaire,long,humide,ok
2022050226+AF8-down.tif,2009843.656,rectangulaire,long,humide,ok
2022050227+AF8-down.tif,2037636.764,rectangulaire,long,humide,ok
2022050228+AF8-down.tif,2139974.554,rectangulaire,long,humide,ok
2022050229+AF8-down.tif,2847068.389,intermediaire,long,sec,ok
2022050230+AF8-down.tif,2032499.02,intermediaire,long,sec,ok
2022050231+AF8-down.tif,1473489.748,intermediaire,long,sec,ok
2022050232+AF8-down.tif,2086303.142,intermediaire,long,humide,ok
2022050233+AF8-down.tif,2121945.054,intermediaire,long,humide,ok
2022050234+AF8-down.tif,2006791.343,intermediaire,long,humide,ok
2022050235+AF8-down.tif,2143424.994,intermediaire,long,humide,ok
2022050236+AF8-down.tif,1820012.555,intermediaire,long,humide,ok
2022050237+AF8-down.tif,630444.766,rectangulaire,restreint,sec,ok
2022050238+AF8-down.tif,1355245.807,rectangulaire,long,sec,ok
2022050239+AF8-down.tif,1081333.918,rectangulaire,long,sec,ok
2022050240+AF8-down.tif,1130151.963,rectangulaire,long,sec,ok
2022050241+AF8-down.tif,861719.069,rectangulaire,long,sec,ok
2022050242+AF8-down.tif,1060195.23,rectangulaire,long,sec,ok
2022050243+AF8-down.tif,830930.524,intermediaire,long,sec,ok
2022050244+AF8-down.tif,497868.226,intermediaire,restreint,sec,ok
2022050245+AF8-down.tif,1235617.898,intermediaire,long,humide,ok
2022050246+AF8-down.tif,1063778.38,intermediaire,long,humide,ok
2022050247+AF8-down.tif,1288360.346,intermediaire,long,humide,ok
2022050248+AF8-down.tif,0,NA,NA,NA,NA
2022050249+AF8-down.tif,951127.186,intermediaire,long,humide,ok
2022050251+AF8-down.tif,1357236.446,intermediaire,long,humide,ok
2022050252+AF8-down.tif,744574.72,intermediaire,long,sec,ok
2022050253+AF8-down.tif,846571.256,intermediaire,long,sec,ok
2022050254+AF8-down.tif,859121.76,intermediaire,long,humide,ok
2022050255+AF8-down.tif,836807.647,intermediaire,long,humide,ok
2022050256+AF8-down.tif,807895.99,rectangulaire,long,humide,ok
2022050301+AF8-down.tif,1340135.911,michelin,long,humide,ok
2022050302+AF8-down.tif,1539275.618,michelin,long,humide,ok
2022050303+AF8-down.tif,2387723.763,michelin,long,humide,ok
2022050305+AF8-down.tif,1424823.37,michelin,long,humide,ok
2022050306+AF8-down.tif,1468105.544,michelin,restreint,humide,ok
2022050307+AF8-down.tif,1529189.715,michelin,long,humide,ok
2022050308+AF8-down.tif,1623716.617,michelin,long,humide,ok
2022050309+AF8-down.tif,1455308.581,michelin,long,humide,ok
2022050310+AF8-down.tif,1495405.732,michelin,long,humide,ok
2022050311+AF8-down.tif,2760750.502,rectangulaire,long,humide,ok
2022050312+AF8-down.tif,2499237.448,intermediaire,long,humide,ok
2022050313+AF8-down.tif,2553780.95,intermediaire,long,humide,ok
2022050314+AF8-down.tif,1748577.062,intermediaire,long,humide,imprecis
2022050315+AF8-down.tif,1548337.764,intermediaire,restreint,sec,imprecis
2022050316+AF8-down.tif,861396.775,intermediaire,restreint,sec,imprecis
2022050317+AF8-down.tif,1988458.508,intermediaire,long,humide,ok
2022050318+AF8-down.tif,2102778.047,intermediaire,long,humide,ok
2022050319+AF8-down.tif,1705427.598,intermediaire,long,humide,ok
2022050320+AF8-down.tif,2163255.547,intermediaire,long,humide,ok
2022050321+AF8-down.tif,1972798.817,intermediaire,long,humide,ok
2022050322+AF8-down.tif,1786399.198,intermediaire,long,humide,ok
2022050323+AF8-down.tif,2569857.727,intermediaire,long,humide,ok
2022050324+AF8-down.tif,1834458.904,intermediaire,long,humide,ok
2022050325+AF8-down.tif,1865380.159,intermediaire,long,humide,ok
2022050326+AF8-down.tif,2174687.501,intermediaire,long,humide,ok
2022050327+AF8-down.tif,2235657.922,intermediaire,long,humide,ok
2022050328+AF8-down.tif,1623925.16,intermediaire,long,humide,doute
2022050329+AF8-down.tif,822418.173,intermediaire,restreint,humide,ok
2022050330+AF8-down.tif,532770.758,rectangulaire,restreint,humide,ok
2022050331+AF8-down.tif,795080.068,rectangulaire,restreint,humide,ok
2022050332+AF8-down.tif,684950.35,rectangulaire,restreint,sec,imprecis
2022050333+AF8-down.tif,216657.328,rectangulaire,restreint,sec,imprecis
2022050334+AF8-down.tif,585930.292,rectangulaire,restreint,humide,ok
2022050335+AF8-down.tif,985802.217,intermediaire,long,humide,ok
2022050336+AF8-down.tif,446680.373,intermediaire,restreint,humide,ok
2022050337+AF8-down.tif,1052858.304,intermediaire,long,humide,ok
2022050338+AF8-down.tif,985953.885,rectangulaire,long,sec,ok
2022050339+AF8-down.tif,961554.341,rectangulaire,long,sec,ok
2022050340+AF8-down.tif,655337.229,intermediaire,long,humide,ok
2022050341+AF8-down.tif,0,NA,NA,NA,NA
2022050342+AF8-down.tif,1229153.062,rectangulaire,long,sec,imprecis
2022050343+AF8-down.tif,718658.499,rectangulaire,restreint,sec,imprecis
2022050344+AF8-down.tif,830949.482,rectangulaire,restreint,sec,ok
2022050345+AF8-down.tif,793866.726,rectangulaire,restreint,sec,ok
2022050346+AF8-down.tif,796501.953,intermediaire,long,sec,imprecis
2022050347+AF8-down.tif,826257.089,rectangulaire,restreint,sec,doute
2022050348+AF8-down.tif,867539.318,rectangulaire,long,humide,ok
2022050349+AF8-down.tif,1446872.064,rectangulaire,long,sec,ok
2022050350+AF8-down.tif,1746093.503,rectangulaire,long,humide,ok
2022050351+AF8-down.tif,0,NA,NA,NA,NA
2022050352+AF8-down.tif,1183501.081,intermediaire,long,sec,imprecis
2022050353+AF8-down.tif,468672.191,rectangulaire,restreint,sec,imprecis
2022050354+AF8-down.tif,581475.053,intermediaire,restreint,sec,ok
2022050355+AF8-down.tif,1482096.89,rectangulaire,long,humide,ok
2022050356+AF8-down.tif,752537.274,intermediaire,restreint,sec,doute
2022050401+AF8-down.tif,982238.026,rectangulaire,long,humide,ok
2022050402+AF8-down.tif,1068764.456,rectangulaire,long,humide,ok
2022050403+AF8-down.tif,1092386.702,rectangulaire,long,humide,ok
2022050404+AF8-down.tif,1353463.711,rectangulaire,long,humide,ok
2022050405+AF8-down.tif,795952.157,rectangulaire,long,humide,ok
2022050406+AF8-down.tif,1167139.926,rectangulaire,long,humide,ok
2022050407+AF8-down.tif,1221304.258,rectangulaire,long,humide,ok
2022050408+AF8-down.tif,1119156.053,rectangulaire,long,humide,ok
2022050409+AF8-down.tif,847519.18,rectangulaire,long,sec,ok
2022050410+AF8-down.tif,1305802.133,rectangulaire,long,humide,ok
2022050411+AF8-down.tif,1130360.506,rectangulaire,long,sec,ok
2022050412+AF8-down.tif,1491481.33,rectangulaire,long,sec,ok
2022050413+AF8-down.tif,975375.062,intermediaire,long,humide,ok
2022050414+AF8-down.tif,880298.364,intermediaire,long,sec,ok
2022050415+AF8-down.tif,981422.812,rectangulaire,long,humide,ok
2022050416+AF8-down.tif,717767.451,intermediaire,long,sec,ok
2022050417+AF8-down.tif,1382564.954,rectangulaire,long,sec,bordure
2022050418+AF8-down.tif,1366127.965,rectangulaire,long,humide,ok
2022050419+AF8-down.tif,898517.448,intermediaire,long,humide,ok
2022050420+AF8-down.tif,1335187.752,rectangulaire,long,humide,ok
2022050422+AF8-down.tif,662825.822,intermediaire,long,humide,ok
2022050423+AF8-down.tif,892848.867,intermediaire,long,sec,ok
2022050424+AF8-down.tif,680893.239,intermediaire,long,humide,ok
2022050425+AF8-down.tif,0,NA,NA,NA,NA
2022050426+AF8-down.tif,930064.332,intermediaire,long,sec,ok
2022050427+AF8-down.tif,788539.398,intermediaire,long,sec,ok
2022050428+AF8-down.tif,598859.964,rectangulaire,restreint,humide,imprecis
2022050429+AF8-down.tif,806417.229,rectangulaire,restreint,sec,imprecis
2022050430+AF8-down.tif,593096.591,rectangulaire,restreint,humide,imprecis
2022050431+AF8-down.tif,483535.627,rectangulaire,long,sec,imprecis
2022050432+AF8-down.tif,578422.74,rectangulaire,long,sec,imprecis
2022050433+AF8-down.tif,665897.093,rectangulaire,long,humide,imprecis
2022050434+AF8-down.tif,886725.283,rectangulaire,long,humide,ok
2022050435+AF8-down.tif,571597.693,rectangulaire,restreint,humide,ok
2022050436+AF8-down.tif,162682.581,rectangulaire,restreint,sec,doute
2022050437+AF8-down.tif,609571.497,rectangulaire,long,humide,ok
2022050438+AF8-down.tif,567313.08,rectangulaire,long,humide,ok
2022050439+AF8-down.tif,542515.409,rectangulaire,restreint,humide,ok
2022050440+AF8-down.tif,408251.566,rectangulaire,restreint,humide,ok
2022050441+AF8-down.tif,571123.731,rectangulaire,restreint,humide,ok
2022050442+AF8-down.tif,282803.409,intermediaire,restreint,humide,ok
2022050443+AF8-down.tif,791857.129,rectangulaire,long,humide,ok
2022050444+AF8-down.tif,638786.49,intermediaire,long,humide,ok
2022050445+AF8-down.tif,785107.916,rectangulaire,long,humide,ok
2022050446+AF8-down.tif,607144.813,intermediaire,long,humide,ok
2022050447+AF8-down.tif,580451.296,intermediaire,long,humide,ok
2022050448+AF8-down.tif,812275.395,intermediaire,long,humide,ok
2022050449+AF8-down.tif,838893.078,intermediaire,long,humide,ok
2022050450+AF8-down.tif,1060252.105,intermediaire,long,humide,ok
2022050451+AF8-down.tif,800066.144,rectangulaire,long,humide,ok
2022050452+AF8-down.tif,1538801.657,intermediaire,long,humide,ok
2022050453+AF8-down.tif,1985709.531,intermediaire,long,humide,ok
2022050454+AF8-down.tif,958710.572,michelin,restreint,humide,ok
2022050455+AF8-down.tif,1401333.833,intermediaire,long,sec,ok
2022050501+AF8-down.tif,1043890.951,rectangulaire,long,humide,ok
2022050502+AF8-down.tif,1185776.096,rectangulaire,long,sec,ok
2022050503+AF8-down.tif,0,NA,NA,NA,NA
2022050505+AF8-down.tif,1199407.232,intermediaire,long,humide,ok
2022050506+AF8-down.tif,1115136.859,intermediaire,long,humide,ok
2022050507+AF8-down.tif,1230347.445,intermediaire,long,humide,ok
2022050508+AF8-down.tif,635810.011,rectangulaire,long,humide,ok
2022050509+AF8-down.tif,0,NA,NA,NA,NA
2022050510+AF8-down.tif,818986.691,intermediaire,restreint,sec,ok
2022050511+AF8-down.tif,555748.417,intermediaire,restreint,sec,ok
2022050512+AF8-down.tif,903370.815,intermediaire,long,sec,ok
2022050513+AF8-down.tif,1064024.84,intermediaire,long,humide,ok
2022050514+AF8-down.tif,885379.232,intermediaire,long,humide,ok
2022050515+AF8-down.tif,1407078.248,intermediaire,long,humide,ok
2022050516+AF8-down.tif,1165035.537,intermediaire,long,humide,ok
2022050518+AF8-down.tif,741313.864,rectangulaire,long,humide,ok
2022050519+AF8-down.tif,853415.262,rectangulaire,long,humide,ok
2022050520+AF8-down.tif,854457.978,rectangulaire,restreint,humide,ok
2022050521+AF8-down.tif,1209474.176,intermediaire,long,sec,ok
2022050522+AF8-down.tif,0,NA,NA,NA,NA
2022050523+AF8-down.tif,1308058.19,intermediaire,long,sec,imprecis
2022050524+AF8-down.tif,1176903.535,intermediaire,long,humide,ok
2022050525+AF8-down.tif,960227.249,intermediaire,long,humide,ok
2022050526+AF8-down.tif,432670.068,intermediaire,restreint,humide,ok
2022050527+AF8-down.tif,1560490.139,intermediaire,restreint,humide,ok
2022050528+AF8-down.tif,1643623.005,intermediaire,restreint,humide,ok
2022050529+AF8-down.tif,1072063.229,intermediaire,restreint,humide,ok
2022050530+AF8-down.tif,1695152.11,intermediaire,restreint,humide,ok
2022050531+AF8-down.tif,985366.172,rectangulaire,restreint,humide,ok
2022050601+AF8-down.jpg,0,NA,NA,NA,NA
2022050602+AF8-down.jpg,1397371.514,rectangulaire,long,sec,ok
2022050603+AF8-down.jpg,730071.494,rectangulaire,long,sec,ok
2022050604+AF8-down.jpg,0,NA,NA,NA,NA
2022050605+AF8-down.jpg,803194.291,intermediaire,long,sec,ok
2022050606+AF8-down.jpg,1111724.336,rectangulaire,long,sec,ok
2022050607+AF8-down.jpg,964417.069,rectangulaire,long,sec,ok
2022050608+AF8-down.jpg,920907.394,rectangulaire,long,sec,ok
2022050609+AF8-down.jpg,869245.58,rectangulaire,long,sec,ok
2022050610+AF8-down.jpg,987015.559,rectangulaire,long,humide,ok
2022050611+AF8-down.jpg,1057113.364,rectangulaire,long,humide,ok
2022050612+AF8-down.jpg,1154646.298,intermediaire,long,humide,ok
2022050613+AF8-down.jpg,943316.299,intermediaire,long,humide,ok
2022050614+AF8-down.jpg,1032572.748,rectangulaire,long,humide,ok
2022050615+AF8-down.jpg,965782.079,rectangulaire,long,sec,ok
2022050616+AF8-down.jpg,829186.345,rectangulaire,long,sec,ok
2022050617+AF8-down.jpg,1719229.359,rectangulaire,long,humide,ok
2022050618+AF8-down.jpg,907920.846,intermediaire,long,sec,ok
2022050619+AF8-down.jpg,661612.481,rectangulaire,long,sec,ok
2022050620+AF8-down.jpg,608737.324,rectangulaire,long,sec,ok
2022050621+AF8-down.jpg,895048.049,rectangulaire,long,sec,ok
2022050622+AF8-down.jpg,912717.338,rectangulaire,long,sec,ok
2022050623+AF8-down.jpg,1064877.971,rectangulaire,long,sec,ok
2022050624+AF8-down.jpg,671850.051,intermediaire,long,sec,ok
2022050625+AF8-down.jpg,795667.78,intermediaire,long,sec,ok
2022050626+AF8-down.jpg,0,NA,NA,NA,NA
2022050627+AF8-down.jpg,833963.878,rectangulaire,long,sec,ok
2022050628+AF8-down.jpg,609306.078,rectangulaire,restreint,humide,ok
2022050629+AF8-down.jpg,687187.449,rectangulaire,restreint,humide,ok
2022050630+AF8-down.jpg,521907.559,rectangulaire,restreint,humide,ok
2022050631+AF8-down.jpg,758547.108,rectangulaire,restreint,humide,ok
2022050632+AF8-down.jpg,702183.594,rectangulaire,restreint,humide,ok
2022050633+AF8-down.jpg,666314.18,rectangulaire,restreint,humide,ok
2022050634+AF8-down.jpg,1723229.595,intermediaire,long,humide,ok
2022052401+AF8-down.tif,1989596.016,intermediaire,long,humide,ok
2022052402+AF8-down.tif,2077828.708,intermediaire,long,humide,ok
2022052403+AF8-down.tif,0,NA,NA,NA,NA
2022052404+AF8-down.tif,1555712.607,intermediaire,long,humide,ok
2022052406+AF8-down.tif,2125471.328,intermediaire,long,humide,ok
2022052407+AF8-down.tif,1893590.354,intermediaire,long,humide,ok
2022052408+AF8-down.tif,2201229.351,intermediaire,long,humide,ok
2022052409+AF8-down.tif,1728253.588,intermediaire,long,humide,ok
2022052410+AF8-down.tif,1912624.652,intermediaire,long,humide,ok
2022052411+AF8-down.tif,2465586.175,intermediaire,long,humide,ok
2022052412+AF8-down.tif,1761582.568,intermediaire,long,humide,ok
2022052413+AF8-down.tif,2243184.432,intermediaire,long,humide,ok
2022052414+AF8-down.tif,2024252.089,intermediaire,long,humide,ok
2022052415+AF8-down.tif,1744083.906,intermediaire,long,humide,ok
2022052416+AF8-down.tif,2059059.829,intermediaire,long,humide,ok
2022052418+AF8-down.tif,2034584.452,intermediaire,long,humide,doute
2022052419+AF8-down.tif,1925800.784,intermediaire,long,humide,ok
2022052420+AF8-down.tif,2092521.518,intermediaire,long,humide,ok
2022052421+AF8-down.tif,1579941.524,intermediaire,long,humide,ok
2022052422+AF8-down.tif,1788427.754,intermediaire,long,humide,ok
2022052423+AF8-down.tif,1723495.014,rectangulaire,long,humide,ok
2022052424+AF8-down.tif,1459574.235,intermediaire,long,humide,ok
2022052425+AF8-down.tif,2054415.005,intermediaire,long,humide,ok
2022052426+AF8-down.tif,1957802.672,intermediaire,long,humide,ok
2022052427+AF8-down.tif,1992610.412,rectangulaire,long,humide,ok
2022052428+AF8-down.tif,1607071.086,rectangulaire,long,humide,ok
2022052429+AF8-down.tif,1899202.059,rectangulaire,long,humide,ok
2022052430+AF8-down.tif,1715814.197,rectangulaire,long,humide,ok
2022052431+AF8-down.tif,1276458.996,rectangulaire,long,humide,ok
2022052432+AF8-down.tif,1516344.441,rectangulaire,long,humide,ok
2022052433+AF8-down.tif,1918724.392,intermediaire,long,humide,ok
2022052434+AF8-down.tif,2597662.582,rectangulaire,long,humide,ok
2022052435+AF8-down.tif,1827496.089,intermediaire,long,humide,ok
2022052436+AF8-down.tif,2082504.336,rectangulaire,long,humide,ok
2022052437+AF8-down.tif,1504813.304,rectangulaire,long,humide,ok
2022052438+AF8-down.tif,1322980.515,rectangulaire,long,humide,ok
2022052439+AF8-down.tif,1895227.338,rectangulaire,long,humide,ok
2022052440+AF8-down.tif,1578574.77,rectangulaire,long,humide,ok
2022052441+AF8-down.tif,1903431.458,rectangulaire,long,humide,ok
2022052501+AF8-down.tif,1745700.635,intermediaire,long,humide,ok
2022052502+AF8-down.tif,2135935.728,intermediaire,long,humide,ok
2022052503+AF8-down.tif,2135925.634,intermediaire,long,humide,ok
2022052504+AF8-down.tif,1904055.274,intermediaire,long,humide,ok
2022052505+AF8-down.tif,1568083.327,intermediaire,long,humide,ok
2022052506+AF8-down.tif,1441713.413,intermediaire,long,humide,ok
2022052507+AF8-down.tif,1691806.749,intermediaire,long,humide,bordure
2022052508+AF8-down.tif,2133619.406,intermediaire,long,humide,ok
2022052509+AF8-down.tif,1996455.593,intermediaire,long,humide,ok
2022052510+AF8-down.tif,2095453.235,intermediaire,long,humide,ok
2022052511+AF8-down.tif,2044394.875,intermediaire,long,humide,ok
2022052512+AF8-down.tif,1613470.636,intermediaire,long,humide,ok
2022052513+AF8-down.tif,2037684.132,intermediaire,long,humide,ok
2022052514+AF8-down.tif,2584278.902,rectangulaire,long,sec,ok
2022052515+AF8-down.tif,1187083.237,rectangulaire,long,sec,ok
2022052516+AF8-down.tif,1956134.423,rectangulaire,long,humide,ok
2022052517+AF8-down.tif,1866626.339,rectangulaire,long,humide,ok
2022053101+AF8-down.tif,2007967.826,intermediaire,long,humide,ok
2022053102+AF8-down.tif,2148420.849,intermediaire,long,humide,bordure
2022053103+AF8-down.tif,2000652.171,intermediaire,long,humide,ok
2022053104+AF8-down.tif,1910180.009,intermediaire,long,humide,ok
2022053105+AF8-down.tif,2073657.497,michelin,long,humide,ok
2022053106+AF8-down.tif,1784433.911,michelin,long,humide,bordure
2022053107+AF8-down.tif,1754471.86,intermediaire,long,humide,ok
2022053108+AF8-down.tif,2360140.075,michelin,long,humide,ok
